# Abrufzeitpunkt: 2025-11-25T14:04:18.088537
# Schlagworte: Statistisches Bundesamt, Destatis, Bundesstatistik, Statistisches Landesamt, Statistische Landesämter, Landesstatistikämter, Landesstatistik, Statistischer Verbund, Föderale Statistik, Amtliche Statistik, Datenpolitik, Statistik, Bundesstatistikgesetz, BStatG, Forschungsdatengesetz, Registermodernisierung, Data Act, Data Governance, Data-Governance, Data Space, Datenschutz-Grundverordnung, DSGVO, Statistikgesetz, Statistikregistergesetz, Mikrozensusgesetz, Agrarstatistikgesetz, Bevölkerungsstatistikgesetz, Umweltstatistikgesetz, Energie- und Umweltstatstikgesetz, Unternehmensregistergesetz, NOOTS, Zensus, Mikrozensus, Unternehmensregister, Bildungsverlaufsregister, Registerdaten, Open Data, Verwaltungsdaten, Datenräume, Bürokratieabbau, Bürokratierückbau, Datenschutz, Dateninfrastruktur, Datenhoheit, Datensouveränität, Datenstrategie, Verwaltungsmodernisierung, Digitalisierung, Evidenzbasiert, Staatsmodernisierung, Modernisierungsagenda, Once Only, Deutschland-Stack, D-Stack, KI, Data Literacy, Geodaten, Desinformation, Scannerdaten, Data Stewardship, Dateninstitut, Datenlabor, Eurostat, Europäisches Statistisches System, BMDS, Forschungsausschuss, Digitalausschuss, Normenkontrollrat, Datenschutzbeauftragte, IT-Planungsrat, Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung, Sachverständigenrat Wirtschaft, Wirtschaftsweisen, UN Statistical Commission, OECD, Bundeswahlleiterin, Bundeswahlleitung, Bundeswahlöordnung, Bundeswahlgesetz, Wahlprüfung, Wahlrecht, Parteiengesetz, Bundeswahlausschuss, Landeswahlleitung, Wahlstatistik, Landeswahlausschuss, Fünf-Prozent-Hürde, Überhangmandate, Ausgleichsmandate, Sperrklausel, Briefwahl, Wahlwerbung, Wahlsystem
# Ähnlichkeitsgrenzwert: 0.0
Datum,Titel,Link,Quelle,Inhalt
2025-11-17T00:00:00,Offshore-Windparks sollen eigenen Rettungsdienst aufbauen,https://www.bundestag.de/presse/hib/kurzmeldungen-1127154,Heute im Bundestag,"
Berlin: (hib/NKI) Die Betreiber der Offshore-Windparks und Konverter-Stationen in der deutschen ausschließlichen Wirtschaftszone (AWZ) der Nord- und Ostsee sollen einen Rettungsdienst einrichten. Das fordert der Bundesrat in dem „Gesetzentwurf zur Änderung des Windenergie-auf-See-Gesetzes durch die Regelung der Errichtung und des Betriebs einer Rettungsinfrastruktur für die ausschließliche Wirtschaftszone“ ([21/2735](https://dserver.bundestag.de/btd/21/027/2102735.pdf)).

Begründet wird der Schritt mit den Bauarbeiten, die in zunehmend größerer Entfernung zum Festland stattfänden, wodurch sich die Flugzeiten der Rettungshelikopter erhöhten. Um die medizinische Versorgung von verunglückten und erkrankten Personen sicherzustellen, werde aktuell eine Ankunftszeit an der betroffenen Offshore-Infrastruktur von nicht mehr als 60 Minuten als angemessen betrachtet.

Neben der Einrichtung eines betrieblichen Rettungsdienstes sieht der Gesetzentwurf auch die Gründung eines Rettungsinfrastrukturverbandes, die Errichtung der erforderlichen Rettungsinfrastruktur und deren Betrieb vor.

Der Rettungsinfrastrukturverband soll als „bundesunmittelbare rechtsfähige Körperschaft öffentlichen Rechts gegründet“ werden, um eine mitgliedschaftliche Organisation und die Selbstverwaltung des Verbandes durch die ihm angeschlossenen Mitglieder sicherzustellen. Die Beteiligung des Bundes soll durch die Teilhabe an den Verbandsgremien und durch die Rechtsaufsicht über den Verband gewährleistet werden. Zur kostendeckenden Finanzierung der Errichtung und des Betriebes der Rettungsinfrastruktur ist der Verband berechtigt, von seinen Mitgliedern Beiträge zu erheben.

"
2025-11-17T00:00:00,Bericht zum Investitionsgesetz Kohleregionen,https://www.bundestag.de/presse/hib/kurzmeldungen-1127156,Heute im Bundestag,"
Berlin: (hib/NKI) Der Strukturwandel in den vom Kohleausstieg betroffenen Regionen nimmt zunehmend Gestalt an. Das geht aus dem „Zweiten Bericht über die Evaluierung des Investitionsgesetzes Kohleregionen“ hervor, den die Bundesregierung nun als Unterrichtung ([21/2800](https://dserver.bundestag.de/btd/21/028/2102800.pdf)) vorgelegt hat.

Demnach habe das mit bis zu 41,09 Milliarden Euro ausgestattete Finanzierungsinstrument Investitionsgesetz Kohleregionen (InvKG) im aktuellen Evaluierungsbericht erste spürbare Erfolge dokumentiert: Rund 24,8 Milliarden Euro seien bereits konkret verplant worden - insbesondere in den Bereichen Forschung, Innovation und Verkehrsinfrastruktur. Diese Investitionen bildeten die Grundlage für neue Wertschöpfung, Beschäftigung in den Regionen Lausitzer Revier, Rheinisches Revier und Mitteldeutsches Revier.

Der Bericht, den die Leibniz-Institute für Wirtschaftsforschung in Halle (IWH) und Essen (RWI) im Auftrag des Bundeswirtschaftsministeriums erstellt haben, analysiert die Entwicklung und Wirkung seit Inkrafttreten des InvKG im August 2020.

"
2025-11-17T00:00:00,Etat 2026: Mehr Geld für Entwicklungsarbeit,https://www.bundestag.de/presse/hib/kurzmeldungen-1127150,Heute im Bundestag,"
Berlin: (hib/SCR) Aus dem Entwicklungsetat sollen im kommenden Jahr 40 Millionen Euro für die Beteiligung am Welternährungsprogramm bereitstehen. Einen entsprechenden Antrag der Koalitionsfraktionen von CDU/CSU und SPD beschloss der Haushaltsausschuss in seiner Bereinigungssitzung zum Bundeshaushalt 2026 am Freitagmorgen. Damit liegt der Ansatz 11,99 Millionen Euro über dem Regierungsentwurf. Union und SPD begründeten die Änderung mit dem erhöhten Bedarf.

Nach oben angepasst im Vergleich zum Regierungsentwurf wurden auch die „Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen“. Hierfür stehen nach Willen der Koalition im nächsten Jahr 515,92 Millionen Euro zur Verfügung und damit 14,8 Millionen Euro mehr. Mehr Geld ist etwa für die Organisation der Vereinten Nationen für industrielle Entwicklung und für die Organisation der Vereinten Nationen für Gleichstellung und Geschlechtergerechtigkeit eingeplant. Auch der Beitrag zum Kinderhilfswerk der Vereinten Nationen und der Beitrag an die Global Polio Eradication Initiative sind angehoben worden.

Insgesamt sind im Einzelplan des Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung 2026 Ausgaben in Höhe von 10,06 Milliarden Euro (2025: 10,31 Milliarden Euro) vorgesehen. Das sind 111,01 Millionen Euro mehr als im Regierungsentwurf ([21/600](https://dserver.bundestag.de/btd/21/006/2100600.pdf), Einzelplan 23). Die im Haushalt 2026 ausgebrachten Verpflichtungsermächtigungen belaufen sich auf 7,95 Milliarden Euro und liegen damit 987,03 Millionen Euro über dem Regierungsentwurf.

Auf Grundlage der Bereinigungsvorlage des Bundesfinanzministeriums passte der Haushaltsausschuss die „Förderung entwicklungswichtiger Vorhaben der politischen Stiftungen“ an. Sie sollen im kommenden Jahr 374,59 Millionen Euro bekommen, das sind 74,49 Millionen Euro mehr als im Regierungsentwurf.

Die Koalitionsfraktionen setzten zudem eine Erhöhung der Mittel für die „Entwicklungspartnerschaft mit der Wirtschaft“ durch, die mit 162,3 Millionen Euro nun um 13,2 Millionen Euro höher ausfällt als im Entwurf. Elf Millionen Euro mehr - insgesamt 295 Millionen Euro - stehen zudem im nächsten Jahr für die „Förderung entwicklungswichtiger Vorhaben der Kirchen“ bereit. Für die „Förderung entwicklungswichtiger Vorhaben privater deutscher Träger“ sind mit 196,4 Millionen Euro nunmehr 4,4 Millionen Euro mehr als im Regierungsentwurf veranschlagt.

"
2025-11-17T00:00:00,Keine Genehmigung für Ölförderpläne vor polnischer Küste,https://www.bundestag.de/presse/hib/kurzmeldungen-1127160,Heute im Bundestag,"
Berlin: (hib/NKI) Die Bundesregierung ist im Vorfeld über die Erkundungsbohrungen des kanadischen Unternehmens Central European Petroleum (CEP) vor der polnischen Küste nicht informiert worden. Das geht aus ihrer Antwort ([21/2684](https://dserver.bundestag.de/btd/21/026/2102684.pdf)) auf eine Kleine Anfrage ([21/2139](https://dserver.bundestag.de/btd/21/021/2102139.pdf)) der AfD-Fraktion hervor.

Die Genehmigung und Aufsicht über bergbauliche Vorhaben lägen bei den Bundesländern. Im konkreten Fall sei das Land Mecklenburg-Vorpommern betroffen. Sollte eine Information oder eine Beteiligung an der Prüfung der Umweltverträglichkeit erforderlich sein, habe diese grundsätzlich gegenüber dem betroffenen Bundesland zu erfolgen. Nach Kenntnis der Bundesregierung liege derzeit jedoch noch keine Genehmigung bezüglich einer Ölförderung vor.

"
2025-11-17T00:00:00,Fördermittel der Bundesregierung,https://www.bundestag.de/presse/hib/kurzmeldungen-1127130,Heute im Bundestag,"
Berlin: (hib/NKI) Die Bundesregierung ist nicht befugt, Zuwendungsempfängern in Hinblick auf die freie Meinungsäußerung oder die Veranstaltung von Demonstrationen Vorgaben zu machen, sofern diese nicht Gegenstand einer Förderung sind. Das schreibt die Bundesregierung in ihrer Antwort ([21/2527](https://dserver.bundestag.de/btd/21/025/2102527.pdf)) auf eine Kleine Anfrage ([21/2379](https://dserver.bundestag.de/btd/21/023/2102379.pdf)) der AfD-Fraktion.

Hintergrund sind Fördermittel der Bundesregierung an Umwelt- und Klimaschutzorganisationen. Die Fragesteller hegen Zweifel an „Transparenz, Neutralität und demokratischer Legitimation dieser Förderpraxis“ und kritisieren, durch Bundesmittel finanzierte Kampagnen könnten sich als „steuerfinanzierte politische Meinungsbildung“ entpuppen.

"
2025-11-17T00:00:00,Etat 2026: Minimale Änderungen am Landwirtschaftsetat,https://www.bundestag.de/presse/hib/kurzmeldungen-1127126,Heute im Bundestag,"
Berlin: (hib/SCR) Im Einzelplan des Bundesministeriums für Landwirtschaft, Ernährung und Heimat sind im kommenden Jahr Ausgaben in Höhe von 6,99 Milliarden Euro (2025: 6,88 Milliarden Euro) vorgesehen. Damit liegt der Beschluss des Haushaltsausschusses in seiner Bereinigungssitzung zum Bundeshaushalt am Freitagmorgen um 6,17 Millionen Euro über dem Regierungsentwurf. Die im Haushalt 2026 ausgebrachten Verpflichtungsermächtigungen liegen mit 1,55 Milliarden Euro um 15,74 Millionen Euro über dem Regierungsentwurf.

Gegenüber dem Regierungsentwurf erhöhten die Koalitionsfraktionen von Union und SPD beispielsweise den Titel „Zukunftsfähige, umwelt- und ressourcenschonende Landwirtschaft und ökologischer Landbau“ um 12,5 Millionen Euro auf 66,91 Millionen Euro. Mit 120 Millionen Euro fallen die Zuschüsse zur landwirtschaftlichen Unfallversicherung um 20 Millionen Euro höher aus. Damit sollen Beitragserhöhungen in der Landwirtschaftlichen Unfallversicherung aufgrund der Anerkennung von Parkinson als Berufskrankheit abgefedert werden. Im Gegenzug wird der Zuschuss zur Krankenversicherung geringfügig um acht Millionen Euro auf 1,59 Milliarden Euro gekürzt. Auch die Zuschüsse zum Bundesprogramm zur Förderung des Umbaus der Tierhaltung werden gekürzt.

"
2025-11-17T00:00:00,Grüne fordern umfassendes Primärversorgungssystem,https://www.bundestag.de/presse/hib/kurzmeldungen-1127128,Heute im Bundestag,"
Berlin: (hib/PK) Die Grünen-Fraktion fordert die rasche Vorbereitung und Einführung eines umfassenden Primärversorgungssystems im Gesundheitswesen. Ein leistungsfähiges und zukunftsfähiges Gesundheitssystem basiere auf einer starken, patientenzentrierten Primärversorgung. Eine leistungsfähige Primärversorgung setze eine wohnortnahe, niedrigschwellige erste Anlaufstelle für Patienten voraus, heißt es in einem Antrag ([21/2823](https://dserver.bundestag.de/btd/21/028/2102823.pdf)) der Fraktion.

Die primärversorgende Stelle sei bei Erwachsenen in der Regel die Hausarztpraxis, bei Kindern die Kinderarztpraxis. Die Bundesregierung verkenne bei ihrem geplanten Primärarztsystem, dass angesichts der demografischen Entwicklung und des Mangels an Hausärzten eine Versorgung nur mit multiprofessionellen Teams gelingen könne.

Es bedürfe der raschen Einführung eines umfassenden Primärversorgungssystems, das auf Digitalisierung, berufsgruppenübergreifende Teams, Koordination der Behandlung der Patienten und Prävention setze.

Die Abgeordneten fordern unter anderem konkret, dass in Vorbereitung zur Einführung eines verbindlichen Primärversorgungssystems kurzfristig Maßnahmen ergriffen werden, um sicherzustellen, dass allen Versicherten innerhalb von 20 Autominuten vom Wohnort eine hausärztliche und kinderärztliche Praxis zur Verfügung steht.

Die haus- und kinderärztlichen Praxen sollten die koordinierende Funktion innerhalb des Versorgungssystems übernehmen. Patienten sollten dort möglichst fallabschließend behandelt oder, wenn medizinisch erforderlich, an Fachärzte überwiesen werden.

"
2025-11-17T00:00:00,Linke fragt nach Fachkräftedefinition in Kitas,https://www.bundestag.de/presse/hib/kurzmeldungen-1127090,Heute im Bundestag,"
Berlin: (hib/CHE) Die Fraktion Die Linke hat eine Kleine Anfrage ([21/2746](https://dserver.bundestag.de/btd/21/027/2102746.pdf)) zur Fachkräftedefinition in Kitas gestellt. Die Bundesregierung soll unter anderem beantworten, wie sichergestellt wird, dass Kinder in allen Bundesländern durch qualifiziertes pädagogisches Personal betreut werden - und nicht von Personen, deren Ausbildung keinerlei Kenntnisse in Entwicklungspsychologie, Kinderschutz oder Inklusion umfasst.

"
2025-11-17T00:00:00,AfD fordert Stärkung der ambulanten ärztlichen Versorgung,https://www.bundestag.de/presse/hib/kurzmeldungen-1127066,Heute im Bundestag,"
Berlin: (hib/PK) Die AfD-Fraktion fordert eine Stärkung der ambulanten ärztlichen Versorgung. Patienten litten unter Wartezeiten auf Arzttermine, niedergelassene Ärzte unter ihren Arbeitsbedingungen. Fehlende Attraktivität für die Niederlassung, wirtschaftlicher Druck wie Inflation und hohe Energiepreise könnten die Situation weiter verschlechtern und künftig auch in weniger betroffenen Regionen zu großen Problemen bei der ambulanten ärztlichen Versorgung führen, heißt es in einem Antrag ([21/2716](https://dserver.bundestag.de/btd/21/027/2102716.pdf)) der Fraktion.

Die Abgeordneten fordern zusätzliche Medizin-Studienplätze, den Wegfall der Ärzte-Budgets, einen Bürokratieabbau und ein gemeinsames Abrechnungs- und Vergütungssystem für ambulante Leistungen, einheitlich für Praxen, Krankenhäuser und den Rettungsdienst.

"
2025-11-17T00:00:00,Etat 2026: Förderung für Online-Schuldnerberatung,https://www.bundestag.de/presse/hib/kurzmeldungen-1127064,Heute im Bundestag,"
Berlin: (hib/SCR) Der Einzelplan des Bundesministeriums für Justiz und Verbraucherschutz sieht für 2026 Ausgaben in Höhe von 1,21 Milliarden Euro (2025: 1,16 Milliarden Euro) vor. Der vom Haushaltsausschuss in seiner Bereinigungssitzung am Freitag beschlossene Ansatz liegt damit um 50,24 Millionen Euro über dem Regierungsentwurf ([21/600](https://dserver.bundestag.de/btd/21/006/2100600.pdf), Einzelplan 07). Die im Haushalt ausgebrachten Verpflichtungsermächtigungen im Einzelplan von Bundesministerin Stefanie Hubig (SPD) liegen nach dem Beschluss bei 17,64 Millionen Euro, also 15,74 Millionen Euro über dem Regierungsentwurf.

Mit den Änderungen im parlamentarischen Verfahren auf Grundlage der Bereinigungsvorlage des Bundesfinanzministeriums vollzog der Ausschuss in dem Einzelplan die neuen Zuständigkeiten und Zuschnitte der Bundesministerien nach, die im Haushalt 2025 und im Regierungsentwurf 2026 noch nicht abgebildet waren. Im Einzelplan 07 betrifft dies konkret die Verbraucherpolitik, die nun als Kapitel in diesem Haushaltsplan aus dem Einzelplan 16 umgesetzt wurde.

In der Bereinigungssitzung setzten die Koalitionsfraktionen zudem noch einige weitere Änderungen durch. So sind zusätzliche Mittel für ein Projekt für Verbraucherforschung an der Universität Bayreuth sowie für die Verbraucherschulen des Verbraucherzentrale Bundesverbandes zur Verfügung gestellt worden.

Zusätzliche Mittel gibt es auch für die „Ausfinanzierung eines Digitalisierungsprojektes für eine Online-Schuldnerberatung“. Der entsprechende Haushaltsansatz für „überregionale Maßnahmen zur Stärkung der Resilienz ver- und überschuldeter Verbraucher*innen“ fällt mit 2,68 Millionen Euro nun 700.000 Euro höher aus als im Regierungsentwurf, die Verpflichtungsermächtigung für die darauffolgenden Haushaltsjahre 2027 bis 2029 wurde um insgesamt 3,20 Millionen Euro auf 4,53 Millionen Euro erhöht.

Für die Einrichtung einer bundesweiten Transfer- und Koordinierungsstelle „StoP - Stadt(teile) ohne Partnergewalt“ sind im Einzelplan auf Antrag der Koalition nun 600.000 Euro im Haushaltsjahr 2026 sowie 1,8 Millionen Euro als Verpflichtungsermächtigung für die darauffolgenden Haushaltsjahre veranschlagt. In Fortführung eines Beschlusses des Haushaltsausschusses zum Haushalt 2025 werden zudem 2026 1,7 Millionen Euro für den Zuschuss des Projekts „Überregionale Maßnahmen auf dem Gebiet des Schutzes von Frauen vor häuslicher Gewalt“ neu im Haushalt eingestellt. Für das Projekt wird zudem eine Verpflichtungsermächtigung in Höhe von einer Million Euro neu ausgebracht, da die im Haushalt 2025 ausgebrachte Verpflichtungsermächtigung laut Änderungsantrag voraussichtlich nicht in Anspruch genommen werden kann.

Mehr Mittel haben die Koalitionsfraktionen zudem für die Stiftung Forum Recht eingestellt. Die Zuführung aus dem Bundeshaushalt fällt mit 4,45 Millionen Euro um 915.000 Euro höher aus als im Regierungsentwurf. Damit soll laut Änderungsantrag insbesondere der Aufbau des Mobilen Forums Recht finanziert werden, „um die Angebote der Stiftung deutschlandweit in der Fläche sichtbarer zu machen“.

"
2025-11-17T00:00:00,Etat 2026: Leichte Erhöhung im Finanz-Etat,https://www.bundestag.de/presse/hib/kurzmeldungen-1127062,Heute im Bundestag,"
Berlin: (hib/SCR) Im Einzelplan des Bundesministeriums der Finanzen sind im kommenden Jahr Ausgaben in Höhe von 10,82 Milliarden Euro (2025: 10,56 Milliarden Euro) vorgesehen. Damit liegt der vom Haushaltsausschuss in seiner Bereinigungssitzung am Freitagmorgen beschlossene Ansatz um 45,24 Millionen Euro über dem Ansatz im Regierungsentwurf ([21/600](https://dserver.bundestag.de/btd/21/006/2100600.pdf), Einzelplan 08). Die im Etat des kommenden Jahres ausgebrachten Verpflichtungsermächtigungen belaufen sich auf 3,39 Milliarden Euro, also 197,07 Millionen Euro mehr als im Regierungsentwurf.

Im parlamentarischen Verfahren wurden auf Grundlage der Bereinigungsvorlage des Bundesfinanzministeriums vor allem organisatorische Änderungen vollzogen. So sind die Ausgaben für die Beauftragte der Bundesregierung für Ostdeutschland nun vollständig in diesem Einzelplan veranschlagt und nicht mehr im Kanzleramts-Etat. Weitere Änderungen betreffen die Implementierung der privaten Altersvorsorge und der Frühstart-Rente. Dafür erhöht sich der Ansatz für die „Erstattung von Verwaltungskosten an die Deutsche Rentenversicherung Bund und andere Organisationen des öffentlichen Bereichs“ um 25 Millionen Euro auf 166,99 Millionen Euro.

Zur Beschaffung von Subskriptionen zum Betrieb virtueller Serversysteme des Informationstechnikzentrums Bund im Rahmen der IT-Konsolidierung Bund und Digitalisierung wird im Etat des ITZBund der Ansatz für „Mieten und Pachten“ um 31,42 Millionen Euro auf 125,02 Millionen Euro erhöht, die Verpflichtungsermächtigungen fallen mit 227,92 Millionen Euro um 188,53 Millionen Euro höher aus als im Regierungsentwurf.

"
